"ERR4507911";"ERR4507912";"ERR4507913";"ERR4507914";"ERR4507915";"ERR4507916"
3026;1621;3431;2724;1643;6045
2166;1297;2335;1725;1155;4519
1068;476;1083;1238;623;2255
497;299;506;478;302;989
6;0;0;5;2;8
103;50;83;120;44;186
1213;711;1403;1321;625;2691
5711;3207;6402;4264;3370;12776
0;0;0;0;0;0
2460;1204;2609;2176;1532;5813
0;0;0;2;0;0
389;125;431;420;259;950
134;53;114;121;93;316
15;12;13;9;5;35
1851;819;1947;1706;926;3538
1067;402;1232;974;496;1916
1467;882;1556;1526;731;3057
701;269;849;480;316;1445
1029;461;1079;871;464;1986
1177;561;1521;992;625;2797
1524;677;1661;1001;721;2796
643;277;555;555;257;1055
3074;1459;3194;2554;1334;5666
2373;1288;2475;1626;1026;4134
41;25;56;47;23;99
1271;645;1478;1232;736;2572
3449;1655;3689;3279;1745;6382
0;0;0;0;0;0
500;207;451;394;201;852
1462;615;1398;1337;812;2826
57;30;53;62;36;90
3207;1292;3536;2367;1641;6198
2719;1379;2884;2493;1397;5861
0;0;0;0;0;0
9658;5253;11040;7758;5143;21170
13728;6247;16184;7894;5751;21911
1371;684;1352;1345;732;2728
1673;544;1330;1411;998;2701
541;339;710;546;269;1367
1541;900;1650;1426;722;3084
14594;7763;16943;11613;7452;31538
1003;423;1019;842;506;1892
1463;571;1338;1490;779;2794
286;156;241;332;189;625
1630;608;1777;1426;771;3241
181;106;272;249;121;610
81010;47257;89848;66414;45228;180033
2558;1233;2906;2371;1359;5303
1750;900;1766;1275;769;3093
333;202;386;407;181;684
5392;2559;5706;4453;2731;10132
13;4;1;5;4;12
1153;538;1264;957;433;1718
9147;4871;9801;7610;4938;19769
3213;1738;3545;2534;1661;6385
167;71;168;122;66;310
782;579;904;851;465;1766
0;0;0;0;0;0
4955;1958;5041;4089;2649;9837
276;99;225;252;130;375
0;0;1;4;0;15
1184;631;1383;953;649;2544
172;139;226;231;113;513
266;132;306;208;144;534
4;4;10;9;0;5
4198;2305;4783;4150;2063;8462
4829;2098;5026;2444;1507;5920
1167;523;1185;796;520;2582
954;606;1416;629;598;2577
1094;531;1184;915;570;2218
174;85;228;585;166;658
532;254;582;203;163;691
1007;372;1005;1143;587;2300
931;497;984;1066;551;2076
3414;1265;3692;3348;2214;8136
686;351;711;768;450;1751
2731;1375;2822;1985;867;3560
1511;957;1636;1319;712;2766
1378;732;1405;1458;728;2655
340;111;319;330;214;725
8266;4116;9206;6290;3898;15154
701;443;867;521;413;1531
1284;592;1537;1079;615;2953
1004;627;1211;1149;501;1938
1682;961;2101;1741;1036;3939
3032;1860;3537;2595;1889;7269
1516;695;1680;883;740;3414
2045;917;2302;1451;888;3621
2410;1174;2676;2487;1156;4978
3582;1243;3752;2936;2111;7441
912;407;992;790;504;1839
1243;679;1424;1146;756;2741
0;0;0;0;0;0
1539;693;1588;1359;669;2820
2146;818;2131;2037;1090;4477
1;0;4;0;0;0
2333;1096;2598;1867;1045;4262
1467;544;1379;1335;812;2984
1064;594;1279;1101;629;2562
2563;1186;2932;1992;1397;5602
360;242;370;331;170;646
7;7;1;2;2;11
0;0;0;0;0;4
238;257;464;270;192;902
1;0;3;3;1;3
31;15;25;39;13;59
4;0;0;0;0;0
23;15;28;9;22;59
0;0;0;0;0;0
3191;1373;3654;2365;1641;6573
24784;11616;27583;19911;13434;51885
6126;2640;6580;5383;3011;11549
4464;2254;4945;3772;2422;9844
89;22;78;195;69;229
26;15;32;11;24;51
30;24;34;37;18;62
0;0;0;0;0;0
26;6;18;37;21;48
508;230;597;468;279;1180
0;0;0;0;2;0
247;117;205;254;143;462
4;3;0;3;2;5
292;138;241;274;188;697
4;2;4;0;2;18
143;66;198;118;117;472
4814;1869;5197;3563;2535;10142
2122;1028;2060;2340;967;3298
325;149;370;362;208;737
4433;2139;4629;4026;2037;7827
2106;792;2473;1622;1075;4227
372;126;301;225;157;602
1254;559;1654;1199;836;3548
3725;2116;4450;2855;2239;9680
2379;1171;2643;2364;1358;5012
0;0;1;1;0;1
0;0;0;0;1;0
2000;1404;2705;1709;1230;4526
3634;1363;3679;2666;1665;6429
1820;1057;1999;1477;886;3939
11274;5620;12693;9497;6370;27015
3927;1685;4048;2840;1964;7929
179;131;215;242;113;495
0;0;0;0;0;3
0;0;0;0;0;0
15415;6800;16689;11948;8038;33000
519;287;521;459;327;1132
556;319;657;552;315;1176
3890;1474;4228;3223;1900;7449
441;263;534;643;237;997
58;23;66;21;11;40
6855;4296;9895;1687;1031;5034
2830;1571;3599;2211;1691;6912
1120;879;1487;777;532;2385
136;72;126;137;60;219
927;412;1037;890;534;1659
898;497;1104;567;604;2654
856;359;991;798;388;1677
4;0;2;0;0;4
449;237;415;441;188;947
8;4;6;2;1;2
2596;1393;2788;2439;1432;5384
4208;2337;5268;3455;1928;8299
26;17;32;174;22;51
1353;538;1457;1973;944;3401
6;2;6;6;3;12
3;5;17;0;0;6
0;0;0;0;0;0
6021;2929;6376;5600;3309;12921
78;50;63;52;50;143
1144;936;1334;908;607;2474
1303;667;1346;1343;663;2497
1018;526;1067;712;379;1686
803;407;924;732;371;1859
0;0;0;0;0;0
2031;1025;2313;1853;1129;4079
950;281;816;736;546;1773
881;411;838;664;398;1541
0;2;6;0;1;6
23;26;35;42;17;59
953;450;952;657;382;1420
4750;2290;5024;3972;2169;8116
1;2;1;0;4;8
1348;862;1733;1145;865;3682
5309;2604;5526;4212;2582;9714
3276;1271;3350;2614;1554;6686
18862;4891;23211;14968;11998;48847
7271;4116;7640;4748;2925;11546
1690;780;1957;1442;905;3451
0;0;0;0;0;0
526;334;706;538;330;1311
307;171;328;419;175;625
409;144;436;312;148;604
317;121;417;272;167;771
109;37;135;63;48;206
1001;436;1145;784;516;2217
2023;923;2236;2166;1025;3776
2103;1248;2277;1327;1046;4617
1933;1018;2426;1956;1193;5032
3419;2623;4397;3167;2100;9553
389;151;320;336;274;757
3781;2724;4504;3153;2032;8713
2899;1832;4962;2559;2063;9224
0;0;0;0;0;0
6233;3070;7087;5608;3537;13822
2137;1100;2503;1927;1190;5168
459;276;644;512;355;1430
1677;899;2122;1621;1144;3704
0;4;9;4;4;18
3042;1311;2838;2537;1543;5265
2;0;0;2;2;3
2221;1145;2514;2151;1170;5233
7;1;4;8;0;7
4968;2560;5624;4375;2651;10873
647;374;656;494;369;1243
1951;1142;2353;1799;1097;4472
0;2;1;0;1;3
6970;3590;8334;5276;3269;12595
730;425;857;734;467;1663
601;280;678;679;264;1284
627;354;776;493;256;1067
793;540;830;618;494;1595
33;15;24;11;10;29
0;0;1;4;0;5
57;34;53;53;36;106
78;19;80;85;30;142
1826;792;1983;1673;1214;4512
22031;8618;23699;16792;10634;42443
1728;1258;2304;2058;1155;4179
3;0;1;8;2;2
5380;2739;5714;4971;2419;9422
944;374;1067;803;452;1719
2204;932;2755;2263;1112;4682
661;335;797;383;215;1014
8966;4046;9368;6358;4195;15992
2568;1182;3443;2491;1608;6889
811;422;815;775;402;1514
2230;1309;2577;2108;1237;5121
860;500;962;767;452;1705
350;216;393;247;180;794
1223;604;1456;1020;549;2372
0;0;0;0;0;0
860;440;942;815;450;1839
1104;441;1222;1134;538;2120
8504;4295;9580;7654;4732;18682
631;386;645;729;326;1271
3553;1568;3873;2865;2189;7879
38;17;36;24;19;67
62;43;56;47;36;107
654;409;713;566;384;1294
1208;436;1160;797;541;2181
6;0;0;5;0;2
724;333;880;654;320;1487
0;0;0;0;0;0
206;103;259;174;90;461
1732;696;2075;1279;1066;3937
5050;3683;6626;5624;2181;8780
951;614;1265;933;536;2255
1436;662;1718;1180;730;2990
1;2;0;2;1;2
4281;2324;5368;3026;2391;10577
6;0;3;35;1;8
85;40;81;56;46;213
1290;757;1762;1051;918;3618
3;5;14;4;8;5
506;220;439;483;275;942
2628;1633;3616;2496;1650;6029
1808;966;1827;1685;860;3491
480;218;444;392;256;881
1134;569;1379;1060;686;2536
1195;462;1326;818;594;2549
1420;792;1456;1173;725;2539
2;1;4;0;0;8
310;152;249;293;222;498
2263;1108;2452;2116;1168;4836
192;95;253;165;107;453
1678;1007;1742;1598;830;3158
3755;2244;4071;2323;1171;4758
0;0;0;0;1;0
0;0;2;0;0;0
0;0;1;0;0;0
9;0;13;9;4;16
2495;1632;2726;2588;1229;5180
1055;425;1071;841;550;2045
740;355;719;864;373;1289
0;0;0;0;0;1
0;0;0;0;0;1
95;51;102;187;46;218
5368;2447;5381;4509;2411;9218
1490;742;1476;1299;701;2657
114;66;114;124;71;253
4063;2007;3929;3926;2065;7456
1985;1151;2742;1839;1133;6018
7;0;2;4;2;0
2877;1382;3343;2458;1523;7061
1031;593;1005;683;552;2023
937;736;1274;935;589;2588
982;324;1015;624;533;1837
12;2;1;15;6;30
8;4;2;4;0;2
1947;714;1963;1511;987;3484
1098;547;1147;933;600;2345
32;8;38;10;18;57
2154;918;1674;1514;1018;3635
5126;2281;4947;4493;2457;8992
5081;2640;5758;4163;2189;8809
515;192;601;443;272;1096
1854;949;1994;1395;745;2979
2422;1026;2525;1990;1288;4668
151;75;117;127;47;290
772;389;765;612;364;1203
0;1;0;0;2;2
9087;3889;9310;7171;4384;17307
7677;4000;8764;6120;4358;17915
8;7;13;7;2;22
1205;726;1443;1143;876;3331
0;0;0;0;0;0
114840;51535;123742;92122;60590;241043
0;0;0;2;0;0
2092;1044;2638;1585;1275;5449
393;162;417;342;211;681
755;400;840;1396;390;1374
1138;743;1353;1266;672;2890
48;7;35;28;21;67
4;0;4;2;2;8
4;0;14;2;2;21
8;0;11;10;3;9
4656;1750;5217;3956;2110;8495
571;197;598;409;219;973
1911;681;2166;1310;955;3658
3469;2000;3849;3461;1650;6849
1639;541;1723;1061;898;3371
1984;841;1844;2221;1112;3810
1408;785;1731;1208;1052;3722
6766;2931;7140;5522;2572;9507
621;327;763;420;341;1504
1993;898;2125;1676;948;4081
1293;597;1751;1059;783;3043
3942;2010;5157;3252;2289;9593
0;0;0;4;1;0
5110;2495;5631;4764;2975;10380
673;235;622;621;330;1347
911;413;1101;640;539;2220
37;22;29;37;21;80
2;0;0;0;0;2
1263;722;1435;1164;777;2837
205;102;280;237;134;445
1597;787;1650;1863;819;2971
1768;971;1903;2550;996;3884
20875;7657;23717;15146;11654;44274
4885;2659;4722;3969;2344;8597
15449;8753;14852;4722;2760;9720
3;0;0;0;0;2
7;2;16;12;6;43
2300;1108;2313;1789;1160;4465
1271;804;1314;1128;666;2368
2910;2034;3924;2054;2133;8429
50455;29439;56730;30775;22939;92720
241;78;221;547;156;439
269;125;253;218;126;534
0;0;0;2;0;4
1089;687;1180;897;596;2092
6957;3263;7261;6490;3393;13523
3584;1895;3225;2696;1675;6329
76;38;99;57;32;190
84;65;88;74;53;133
3497;1474;3635;3109;1781;6703
0;0;0;0;0;0
8;2;6;5;3;23
0;0;0;0;0;0
635;293;710;541;388;1463
722;289;898;683;422;1521
1166;594;1389;1193;704;2649
3972;1117;4678;2604;2091;8255
1444;846;1716;1264;864;3665
1894;772;1878;1533;784;2705
1035;722;1088;985;527;2036
1651;736;1592;1612;1004;3723
180;103;185;215;93;325
81;43;96;56;46;107
2778;1228;3290;1715;1520;6924
78;16;90;45;45;127
665;313;677;499;350;1280
5;7;25;12;10;36
232;141;257;264;195;782
71;20;80;50;38;131
4079;2118;4713;3449;2664;9468
1930;1110;2230;1966;1112;4272
2209;906;2289;1774;989;4013
517;207;440;520;321;1094
876;500;1035;1169;577;2444
43;10;58;21;16;36
396;180;426;424;269;888
0;0;0;0;0;0
966;501;906;960;542;1925
355;275;346;334;197;728
854;312;945;712;418;1407
35;21;48;54;27;76
467;314;574;568;301;1406
616;268;735;419;267;982
1241;668;1628;1028;771;2663
1313;470;1653;1142;734;2901
327;152;349;260;167;727
890;437;981;670;504;1817
0;0;0;0;0;2
1445;868;1675;1029;601;2203
194;133;309;225;185;646
0;0;0;0;0;0
14;7;25;13;8;45
7500;3438;8308;6224;3842;14649
7715;3091;8343;5637;3919;14708
476;229;414;553;207;726
1255;626;1424;787;688;2649
319;185;375;331;176;696
6110;2533;6173;5131;2764;10619
4196;2213;4404;2986;1994;7269
910;510;929;890;436;1701
3499;1691;3833;3107;1771;7232
10;10;5;3;4;18
6;2;0;2;0;8
0;0;4;0;0;0
2374;1231;2487;2000;1284;5055
2;0;2;0;0;0
236;144;352;252;171;676
5436;2330;5610;3855;2673;10477
173;73;133;108;67;204
76;60;102;88;61;187
1073;540;1120;1176;584;1978
485;252;617;544;259;1316
0;0;0;0;0;0
1126;626;1089;1005;564;2162
3;0;0;1;2;7
3713;1922;3575;3000;2157;7191
391;236;381;357;176;713
27;10;36;28;10;65
2872;1473;3222;2968;1478;5195
278;176;257;224;127;564
2755;1400;3042;2003;1295;5893
1725;1072;1922;1356;856;3702
4;0;0;1;1;4
91;59;85;102;48;157
443;353;539;388;353;1086
0;0;0;0;0;0
2;0;0;1;0;4
300;130;430;284;204;750
2039;1150;2287;1749;1020;3995
114;63;134;109;65;305
1354;660;1408;1026;719;2651
1297;610;1399;1276;781;2884
20;13;21;44;12;38
0;3;2;0;0;2
1347;614;1495;1208;646;2812
1331;721;1477;1132;745;2657
2017;501;1924;1593;1088;3726
2036;855;2129;1702;1021;3620
621;283;708;552;341;1229
147;52;137;139;61;249
761;561;828;735;409;1615
3368;1571;3589;2489;1507;5275
0;0;0;0;0;2
4394;2290;4595;3432;2293;9346
229;127;244;222;122;586
0;0;1;0;0;2
10288;5294;10415;8304;5372;20055
0;0;0;0;0;0
1753;1099;1640;645;342;1119
863;519;900;1123;583;1997
105;57;71;96;59;167
1;4;4;0;2;8
1;0;0;2;2;3
0;0;0;0;0;0
2;0;0;0;0;0
5580;2454;5868;4908;3276;11475
5142;2097;5853;3446;2888;12125
7554;4545;8546;7547;3939;15445
570;348;554;537;331;1210
1036;494;989;1019;511;1945
0;0;2;0;0;0
3042;1092;3295;2571;1335;4737
5;2;10;6;6;9
233;168;212;160;91;326
3685;2575;4967;3162;2351;9804
29;9;23;36;38;38
0;0;0;0;0;0
16;4;5;13;6;21
1167;645;1529;1028;759;3036
184;116;192;149;77;402
16;10;20;13;3;31
2;0;2;2;0;4
1;0;2;0;1;0
933;458;1100;966;555;1956
312;131;362;207;187;677
72;34;74;117;39;154
88;45;87;102;81;232
21859;11960;24982;16283;11565;44000
586;296;590;374;230;1108
22;5;6;12;8;17
689;349;727;570;383;1403
1;0;5;0;2;8
474;342;525;373;255;1032
7310;3540;7910;5650;3994;15312
174;56;147;192;89;356
4468;2115;4896;3928;2062;6780
0;0;0;0;0;0
1346;767;1513;1313;710;2909
0;0;0;0;0;0
1334;972;1407;1284;768;2644
3;6;2;3;4;12
22361;12133;25343;17209;12381;47547
1221;758;1588;1006;824;3280
1395;720;1636;1274;692;3119
2;0;0;0;0;0
2973;1800;3929;2866;2038;8056
0;0;0;0;0;2
1456;675;1518;1372;802;2885
5158;2597;5392;4209;3047;11381
4003;1527;4444;3448;1990;7910
10388;6089;12755;9263;5293;21120
7371;3108;7602;6124;3796;14920
1944;1139;2304;1897;1085;4853
229;115;261;197;112;536
2322;1093;2382;2233;1255;4588
296;142;380;273;163;629
2715;1051;3315;2409;1809;7591
0;0;0;0;0;0
0;0;0;0;0;6
0;0;0;0;0;0
1330;680;1467;1153;584;2710
1918;967;2257;1905;1046;4015
66;34;75;81;23;122
16;5;23;6;5;18
255;123;342;368;172;713
5285;2450;5771;4581;2276;9596
5413;2355;5669;4527;2730;10310
158;62;245;144;62;571
1200;536;1218;1092;694;2413
0;0;0;0;0;0
501;207;603;340;210;968
593;362;661;608;264;947
1;0;1;0;0;2
2;0;1;3;4;6
107;46;79;65;53;161
1011;612;1074;828;434;1621
0;6;10;5;3;10
24;17;36;22;17;72
8;7;7;8;6;17
259;171;344;238;113;469
4816;2290;5240;4650;2595;10603
1666;612;1862;1255;942;3634
3300;1255;3317;2284;1501;5681
132;91;126;146;54;272
32748;9819;38846;19559;16624;70160
2135;1143;2308;1701;982;4225
382;226;432;341;224;745
0;0;0;0;0;0
2;0;0;0;0;0
88;58;112;77;54;159
2949;1427;3414;3278;1862;7405
1293;597;1521;1216;716;2340
1281;648;1281;1347;766;2742
1111;551;1187;955;536;2299
54;17;29;100;3;41
2;2;0;2;0;1
865;415;1059;767;461;1892
104;56;116;80;55;216
5095;2066;5014;4058;2436;9313
8;6;7;4;1;27
57;29;88;54;45;154
5487;2054;5771;4989;2715;10326
1159;558;1284;1097;713;2776
89;40;102;126;73;196
40;26;37;24;22;60
56;15;24;34;14;61
0;0;0;0;0;0
0;0;0;0;0;1
1763;718;1675;1575;819;3165
2415;1211;2646;2437;1324;5468
2233;975;2409;1723;974;4240
1343;717;1590;1540;873;3159
0;0;0;0;0;2
1668;913;1590;1345;864;3050
505;225;737;569;289;1287
432;234;503;548;166;834
2922;1401;3770;2348;1848;7113
1048;517;1108;1040;567;2085
0;0;0;0;0;0
236;88;170;156;86;307
22;6;13;12;12;45
5;0;9;2;5;21
12;10;24;17;6;27
1944;857;2082;1437;932;3863
582;290;669;514;355;1187
4571;2278;4973;2585;1305;5319
15;10;14;24;11;67
142;65;144;123;91;426
1586;838;1800;1520;910;3716
30;2;34;18;13;54
6;4;4;2;5;6
1466;727;1539;1339;803;3430
14427;6502;16192;9050;6816;26640
0;0;0;0;0;0
32;15;35;16;20;46
2547;1286;2700;2221;1260;4830
1385;638;1322;1228;595;2171
1741;793;1787;1624;788;2605
1634;618;1770;1594;836;3244
0;0;2;0;0;2
25;14;29;14;6;71
1001;602;1119;1052;611;2302
1531;877;1679;1729;997;3877
12;3;6;8;4;27
192;148;191;88;81;322
339;170;394;373;175;751
749;225;844;649;402;1584
1446;670;1601;1244;655;2882
13;6;10;22;9;29
7550;4178;8364;8646;4220;16443
3;0;2;0;3;3
2795;1435;3029;2577;1605;5768
5631;2923;7216;5089;3609;14209
312;204;327;281;189;728
11916;5002;12058;10322;6982;25193
0;0;0;0;0;0
1915;863;2061;2133;896;4071
0;0;0;0;0;0
693;443;745;874;423;1467
1111;450;1018;1063;632;2172
2348;1015;2678;2240;1123;4948
560;264;588;445;295;1153
2333;1189;2507;2320;1303;4777
1652;836;1697;1337;787;2945
1050;491;1047;954;580;2151
0;0;0;0;0;4
11289;5228;12005;11473;6513;24435
3837;2162;4288;3373;2047;8413
1;2;0;2;0;4
522;132;627;374;279;1100
2586;1307;2445;1989;994;4320
462;247;531;494;234;952
665;287;667;654;328;1431
0;0;0;0;0;0
367;226;429;422;188;696
1241;611;1383;1048;738;2763
1234;562;1361;1033;613;2360
553;229;609;587;245;1310
2;0;0;0;0;1
1045;415;1164;1062;486;1751
384;120;511;380;247;1233
631;274;754;555;326;1302
192;89;148;173;85;360
451;194;535;493;221;944
558;272;575;575;268;1216
262;84;302;272;152;624
1702;910;1738;1709;899;3537
14028;4916;18652;13276;9351;39141
9695;4908;10688;7551;4778;20415
2199;1194;2340;2410;1307;4807
1777;774;1869;1605;739;3087
813;440;793;722;419;1693
1883;816;2095;1824;1014;4054
4737;1733;5052;3564;2225;7954
8450;4097;9834;7435;4973;21817
477;292;529;489;332;1307
3598;1455;3915;2563;1324;5388
20;5;13;18;19;41
931;435;880;833;489;1746
10076;5809;13768;8220;6239;26672
26314;14039;28881;22609;14558;57073
207;86;244;202;119;430
7;1;6;9;5;5
1647;985;1697;1303;831;3022
8668;4078;10372;7148;5167;20214
15;13;17;12;5;37
5;2;6;2;0;7
5967;3173;6505;5012;3346;11928
0;0;0;0;0;0
831;508;971;939;479;1838
1994;1114;2448;1792;1225;4827
304;115;311;147;122;491
850;454;966;762;442;1857
7744;4105;8842;7313;4315;17480
2;2;0;1;0;5
7286;3385;7696;5953;3606;14453
263;96;232;239;151;461
2936;1306;3338;2411;1863;6424
5824;2055;5881;4059;2698;10948
51;26;56;45;47;129
106;82;145;159;100;309
4507;2202;4307;4043;2336;7522
899;364;996;995;461;2011
0;0;0;0;0;0
1617;669;1682;1566;802;2835
17174;8384;18285;24309;12020;42125
3782;1812;4306;3236;1986;8015
1036;388;985;712;499;1777
1280;560;1418;1162;605;2420
3559;1603;4050;2697;1698;6860
1141;491;1083;961;524;2195
2044;1013;2157;1881;948;3715
33;6;28;42;21;72
2683;1296;2681;2268;1225;4759
1905;1145;2148;1657;999;3985
57;52;74;63;40;125
9;7;16;6;13;26
0;6;2;5;0;5
110;108;134;128;84;265
10553;3438;9191;7901;5674;18771
7127;3180;7425;5644;3581;13637
1946;840;2200;2049;1054;4068
8348;3904;8444;6476;3898;14278
5;2;7;2;3;6
2296;1108;2687;2606;1248;4889
2250;962;2379;1803;1201;4478
241;127;219;266;100;514
3488;1624;3363;3238;1754;6797
1000;423;1108;564;476;2120
450;165;422;282;200;917
524;338;550;411;299;938
1751;1024;2224;1690;944;3913
1867;876;1994;1823;915;3417
2499;1327;2986;1942;1501;5776
504;176;540;347;173;787
1902;1150;1974;1811;1045;3596
7840;3363;8896;3894;3787;16188
524;162;540;285;227;857
5797;2487;6697;5060;3007;12418
3052;1330;2859;2792;1216;4563
2;0;8;2;2;5
1129;613;1308;966;510;2254
2527;1172;2704;2089;1273;5115
26;8;41;14;12;95
2129;1050;2154;1915;1162;4349
0;0;2;0;0;0
777;462;889;597;492;1827
1336;546;1517;1147;744;2716
3632;1686;3759;2830;2055;8078
1621;733;2002;1471;1006;3906
11;10;21;11;4;36
349;176;376;442;266;838
0;0;0;0;0;0
365;141;376;268;140;545
2077;1233;2142;1867;954;3593
14912;7295;16130;11271;7836;31619
406;167;404;376;160;719
3717;1862;4137;3389;1929;8039
0;0;0;0;0;0
1425;781;1345;1232;634;2254
6;0;1;0;0;1
44;18;48;28;17;82
8759;5226;9913;8720;4460;19071
1379;631;1502;972;732;2921
284;116;288;253;148;529
7;6;3;12;4;18
40;17;59;9;21;100
355;168;424;253;154;608
2630;1282;2845;2182;1384;4882
799;555;816;1966;472;1621
9;1;10;7;11;32
785;398;1071;824;489;2220
2;0;0;2;0;1
24219;10700;27132;20751;13932;61363
2799;1740;3234;2204;1525;6322
1115;388;1346;901;647;2772
714;371;822;712;431;1600
1660;879;1776;1451;869;3638
27;13;34;25;10;61
0;0;0;0;0;1
3386;1679;4251;2768;1786;7066
766;379;926;842;558;2044
4485;1494;4681;3187;2349;8695
1461;662;1596;1586;817;3106
0;0;2;0;1;0
115;85;171;85;74;275
2;0;2;3;4;13
264;115;320;213;152;523
17;8;19;22;6;30
1650;636;1532;1451;814;3050
644;353;647;864;414;1399
1383;845;1398;1218;622;2529
4315;2410;4334;3641;2328;8962
379;124;438;400;234;932
529;288;592;457;247;1094
3226;1772;3440;2610;1695;6891
1180;716;1281;909;613;2292
1745;575;1766;1456;959;3413
6806;3722;7199;5870;3438;12991
3033;1461;3151;2154;1418;5225
23320;15061;26013;18351;12624;45724
18388;9661;19936;16022;9532;36187
61;34;32;11;6;17
6;2;2;10;4;16
5893;3100;6228;3868;2559;10485
8;0;2;0;2;12
3000;1471;3386;3018;2017;8125
3;0;3;8;1;15
1463;660;1642;1123;688;3258
326;116;298;219;163;732
483;244;508;477;265;1002
1392;661;1527;1164;692;2776
9;6;10;13;8;32
1212;527;1298;966;673;2387
521;292;471;403;253;776
3;2;3;9;5;17
1606;861;1841;1495;985;4065
2791;1259;2773;2331;1253;4642
4603;2921;5093;3770;2440;9766
3659;2165;4561;3079;2005;8971
646;293;758;698;345;1403
964;536;1324;971;647;2823
2938;1769;3491;2591;1105;4214
0;0;0;0;0;0
5793;2881;6229;5634;3606;13545
184;97;148;192;118;330
745;185;946;1275;541;2239
1894;1087;1867;1542;943;3946
70;28;68;59;33;144
2061;975;2117;1718;1075;3699
2764;1206;2667;2193;1575;5159
481;192;459;482;235;827
333;240;361;374;204;725
9;5;26;28;8;32
1567;1091;1959;1481;900;3865
3;2;4;1;2;9
144;61;163;122;57;285
36;21;44;25;14;63
94;106;106;80;50;290
0;0;0;0;0;0
556;355;595;586;291;1265
4365;2166;4639;4057;2410;9389
559;249;609;820;296;1059
3;5;10;5;5;4
3481;1999;3566;2421;1904;7484
2386;1039;2564;1934;1366;5120
163;89;227;155;95;354
672;408;763;880;458;1723
714;318;813;809;393;1540
956;490;1257;991;662;2520
0;0;0;2;0;1
5048;2877;5234;4335;2903;10602
547;425;765;487;277;1508
1;0;0;0;0;0
8469;4051;9002;6782;4216;16837
771;463;759;866;380;1582
6865;3274;7862;4837;3419;15441
2;1;4;9;2;5
3511;1589;3821;3273;1705;6606
30472;16799;36495;24840;16560;73624
0;0;0;0;0;0
1270;704;1369;1110;645;2348
2;0;0;0;0;0
1405;784;1429;1355;642;2288
2768;1512;2856;2506;1439;5585
4664;2317;5390;4139;2715;10158
1364;673;1513;1016;720;2952
1052;564;1139;863;512;1977
3608;1720;3905;2842;1976;8003
153;78;132;152;72;258
1584;828;1726;1370;983;3577
34;23;53;28;24;85
0;0;0;0;0;0
539;246;616;528;337;1304
284;124;354;261;229;925
6820;3532;7509;5573;3769;13410
38135;19746;48210;33551;23684;100286
755;388;810;586;414;1407
23;8;30;44;14;129
0;0;0;0;0;0
779;446;848;763;499;1652
1371;696;1529;1017;696;2424
16;0;8;7;3;15
9782;4554;11882;8053;5631;24633
0;0;1;0;0;0
1136;635;1146;1339;665;2171
7540;4028;9018;7950;4668;20115
90;46;93;72;45;174
1693;397;1559;1223;915;2494
1461;683;1788;1409;849;3482
692;623;844;666;411;1643
1891;821;1888;1903;979;3855
647;329;704;732;412;1378
2;4;2;13;0;0
0;0;0;0;0;0
944;455;1018;741;484;1972
47;66;54;30;24;115
1;0;0;0;0;2
10895;4109;12056;9712;6155;21674
267;129;264;206;173;540
1024;521;1063;1078;622;2166
5432;2656;6727;4586;3663;15549
8;2;2;3;4;9
1689;1186;1994;1505;967;4046
77;32;83;72;54;156
3907;2300;4289;3137;2036;8367
722;276;635;750;325;1297
437;165;412;300;148;601
38;41;49;61;37;122
8;6;9;23;11;31
2055;919;2217;2258;1134;4616
2043;1074;2041;1488;798;3042
1511;753;1741;1225;786;2952
291;173;360;219;199;720
1049;429;1301;1128;607;2832
83;39;77;68;40;130
4748;2292;5053;4188;2358;9120
5101;2119;5650;4044;2629;9656
85;43;83;79;54;161
102;52;106;103;50;267
0;0;1;4;0;0
106;62;111;96;51;257
887;264;887;716;489;1670
2469;696;2992;1870;1423;6217
4573;1547;4559;3102;2398;8910
1834;927;2230;1253;1004;4211
60;28;31;78;23;77
2003;1526;2310;1907;978;4194
12;1;8;6;1;9
2;0;3;2;2;5
0;0;0;0;0;0
1465;576;1682;1237;681;3011
185;121;229;316;182;856
1210;539;1262;930;555;2210
2177;1071;2510;1868;1207;5045
0;0;0;0;0;0
2335;1152;2673;1655;1112;4808
4152;2049;4907;2985;1973;8572
20;8;5;4;2;14
265;159;317;279;174;674
7;0;5;10;3;12
1209;732;1592;997;662;2622
696;437;942;689;423;1929
3466;1665;3998;3008;1773;6449
4092;2168;4696;3166;2158;7925
3501;1393;3412;2566;1705;6305
1;0;0;0;0;0
1261;787;1664;1039;753;3607
231;135;298;209;138;570
